Région,Délegation,Commune,Nom établissement,Catégorie
Drâa-Tafilalet,Zagora,Tagounite,Tagounite,CSR-1
Drâa-Tafilalet,Zagora,Tinzouline,Kaaba,CSR-1
Drâa-Tafilalet,Zagora,Tansifte,Tansift,CSR-2
Drâa-Tafilalet,Zagora,Tamegroute,Timtigue,CSR-1
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),Hay El Mohamadi,CSU-1
Souss-Massa,Agadir Ida Ou Tanane,Imouzzer,Imesker,DR
Souss-Massa,Agadir Ida Ou Tanane,Tadrart,Tadrarte,CSR-1
Souss-Massa,Agadir Ida Ou Tanane,Tiqqi,Isk Ntiki,CSR-1
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),Bensergaou,CSU-2
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),Anza         ,CSU-2
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),Tikiouine     ,CSU-2
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),N.Talborjt,CSU-1
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),Ihchach,CSU-1
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),Bouargane,CSU-1
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),Q.Industriel,CSU-1
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),Amsernate,CSU-1
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),El Qods,CSU-1
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),Essalam,CSU-1
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),Taddarte,CSU-1
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),Anza Al Ouliya,CSU-1
Souss-Massa,Agadir Ida Ou Tanane,Amskroud,Amskroud,CSR-2
Souss-Massa,Agadir Ida Ou Tanane,Amskroud,Sidi Boushab,DR
Souss-Massa,Agadir Ida Ou Tanane,Amskroud,Tamait Oufella,DR
Souss-Massa,Agadir Ida Ou Tanane,Idmine,Assaka Idmine,DR
Souss-Massa,Agadir Ida Ou Tanane,Idmine,Ikhrdidene,DR
Souss-Massa,Agadir Ida Ou Tanane,Aourir,Tamraghte,CSR-2
Souss-Massa,Agadir Ida Ou Tanane,Drargua,Drarga,CSR-1
Souss-Massa,Agadir Ida Ou Tanane,Drargua,Tamait Izdar,DR
Souss-Massa,Agadir Ida Ou Tanane,Drargua,Azrarag,DR
Souss-Massa,Agadir Ida Ou Tanane,Aziar,Aziar,DR
Souss-Massa,Agadir Ida Ou Tanane,Aqesri,Aqesri,DR
Souss-Massa,Agadir Ida Ou Tanane,Taghazout,Taghazout,DR
Souss-Massa,Agadir Ida Ou Tanane,Imsouane,Assaka,CSR-1
Souss-Massa,Agadir Ida Ou Tanane,Imsouane,Imsouane,DR
Souss-Massa,Agadir Ida Ou Tanane,Imsouane,Sidi Belkacem,DR
Souss-Massa,Agadir Ida Ou Tanane,Tamri,Tamri,CSR-2
Souss-Massa,Agadir Ida Ou Tanane,Tamri,Ighallene,DR
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),C.Diagnostic Tuberculose,CDTMR
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),Laboratoire Epidemiologique,LSP
Souss-Massa,Agadir Ida Ou Tanane,Imouzzer,Immouzzer,CSR-2
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),Talborjt,CRSR
Souss-Massa,Agadir Ida Ou Tanane,Aqesri,Inrarene,DR
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),Tarik Al Kheir,CSU-1
Souss-Massa,Agadir Ida Ou Tanane,Agadir (Mun.),Aghroud,CSU-1
Souss-Massa,Chtouka Ait Baha,Tassegdelt,Taalate,DR
Souss-Massa,Chtouka Ait Baha,Tassegdelt,Zao,DR
Souss-Massa,Chtouka Ait Baha,Ait Mzal,Ait M'zal,CSR-1
Souss-Massa,Chtouka Ait Baha,Ait Ouadrim,Ait Ouadrim,CSR-1
Souss-Massa,Chtouka Ait Baha,Sidi AbdallahEl Bouchouari,S.Abdellah,CSR-2
Souss-Massa,Chtouka Ait Baha,Sidi AbdallahEl Bouchouari,Kh.A.Moussa,DR
Souss-Massa,Chtouka Ait Baha,Ida Ougnidif,Ida Ougnidif,CSR-2
Souss-Massa,Chtouka Ait Baha,Ida Ougnidif,Aguerd,DR
Souss-Massa,Chtouka Ait Baha,Tizi Ntakoucht,Takoucht,CSR-1
Souss-Massa,Chtouka Ait Baha,Aouguenz,Ouagnez,CSR-1
Souss-Massa,Chtouka Ait Baha,Tanalt,Tanalt,CSR-2
Souss-Massa,Chtouka Ait Baha,Targua Ntouchka,Targa Ntouchka,CSR-1
Souss-Massa,Chtouka Ait Baha,Targua Ntouchka,Tiouaziouine,DR
Souss-Massa,Chtouka Ait Baha,Ait Milk,Ait Milk,CSR-2
Souss-Massa,Chtouka Ait Baha,Ait Milk,Ait Yassine,DR
Souss-Massa,Chtouka Ait Baha,Belfaa,Belfaa,CSR-2
Souss-Massa,Chtouka Ait Baha,Inchaden,Inchaden,CSR-1
Souss-Massa,Chtouka Ait Baha,Massa,Massa,CSR-2
Souss-Massa,Chtouka Ait Baha,Massa,Ifentar,DR
Souss-Massa,Chtouka Ait Baha,Sidi Ouassay,Aghbalou,CSR-2
Souss-Massa,Chtouka Ait Baha,Ait Amira (Mun.),Ait Amira,CSU-2
Souss-Massa,Chtouka Ait Baha,Ait Amira (Mun.),Anou L'jdid,DR
Souss-Massa,Chtouka Ait Baha,Ait Amira (Mun.),Kbilt Allal,DR
Souss-Massa,Chtouka Ait Baha,Ouad Essafa,Oued Essafa,CSR-1
Souss-Massa,Chtouka Ait Baha,Ouad Essafa,Imzilene,DR
Souss-Massa,Chtouka Ait Baha,Imi Mqourn,Imi Mqourn,CSR-2
Souss-Massa,Chtouka Ait Baha,Sidi Boushab,Sidi Boushab,CSR-1
Souss-Massa,Chtouka Ait Baha,Sidi Bibi (Mun.),Sidi Bibi,CSU-2
Souss-Massa,Chtouka Ait Baha,Sidi Bibi (Mun.),Takade,DR
Souss-Massa,Chtouka Ait Baha,Sidi Bibi (Mun.),Taddarte,DR
Souss-Massa,Chtouka Ait Baha,Ait Baha (Mun.),Ait Baha      ,CSU-2
Souss-Massa,Chtouka Ait Baha,Biougra (Mun.),Biougra       ,CSU-1
Souss-Massa,Chtouka Ait Baha,Hilala,Hilala,CSR-1
Souss-Massa,Chtouka Ait Baha,Tassegdelt,Hellate,CSR-2
Souss-Massa,Chtouka Ait Baha,Ouad Essafa,Ait Oubelkacem,DR
Souss-Massa,Chtouka Ait Baha,Tizi Ntakoucht,Taledel,DR
Souss-Massa,Chtouka Ait Baha,Ait Amira (Mun.),Rjila,DR
Souss-Massa,Chtouka Ait Baha,Ait Amira (Mun.),Taouss,CSR-2
Souss-Massa,Chtouka Ait Baha,Biougra (Mun.),Biougra,CDTMR
Souss-Massa,Inezgane Ait Melloul,Inezgane (Mun.),CDTMR Inezgane,CDTMR
Souss-Massa,Inezgane Ait Melloul,Temsia,Dar Ben Cheikh,DR
Souss-Massa,Inezgane Ait Melloul,Ait Melloul (Mun.),A.Melloul   ,CSU-2
Souss-Massa,Inezgane Ait Melloul,Ait Melloul (Mun.),Lemzar,CSU-1
Souss-Massa,Inezgane Ait Melloul,Ait Melloul (Mun.),Kasba Taher,CSU-1
Souss-Massa,Inezgane Ait Melloul,Ait Melloul (Mun.),Azrou,CSU-1
Souss-Massa,Inezgane Ait Melloul,Ait Melloul (Mun.),Chouhada,CSU-1
Souss-Massa,Inezgane Ait Melloul,Lqliaa (Mun.),Kolea,CSU-2
Souss-Massa,Inezgane Ait Melloul,Lqliaa (Mun.),Sidi Daoud,CSU-1
Souss-Massa,Inezgane Ait Melloul,Lqliaa (Mun.),Laazibe,CSU-1
Souss-Massa,Inezgane Ait Melloul,Dcheira El Jihadia (Mun.),Irhalne (Dchira Jihadia (Chalet)),CSU-2
Souss-Massa,Inezgane Ait Melloul,Dcheira El Jihadia (Mun.),Dcheira,CSU-1
Souss-Massa,Inezgane Ait Melloul,Dcheira El Jihadia (Mun.),Dchira Jihadia (Amougay),CSU-1
Souss-Massa,Inezgane Ait Melloul,Inezgane (Mun.),Inzgane    ,CSU-1
Souss-Massa,Inezgane Ait Melloul,Inezgane (Mun.),Tarraste,CSU-1
Souss-Massa,Inezgane Ait Melloul,Inezgane (Mun.),Jorf,CSU-1
Souss-Massa,Inezgane Ait Melloul,Oulad Dahou,Oulad Dahou,CSR-1
Souss-Massa,Inezgane Ait Melloul,Oulad Dahou,Ali Ben Haddi,DR
Souss-Massa,Inezgane Ait Melloul,Temsia,Temsia,CSR-2
Souss-Massa,Inezgane Ait Melloul,Temsia,Ikhourbane,DR
Souss-Massa,Inezgane Ait Melloul,Temsia,Ait Moussa,DR
Souss-Massa,Inezgane Ait Melloul,Temsia,Labdouaa,DR
Souss-Massa,Taroudant,Taroudannt (Mun.),CDTMR Taroudant,CDTMR
Souss-Massa,Taroudant,Taroudannt (Mun.),LSP Taroudant,LSP
Souss-Massa,Taroudant,Lamnizla,Lamnizla,CSR-1
Souss-Massa,Taroudant,Zaouia Sidi Tahar,Zt. S.TAHER,CSR-1
Souss-Massa,Taroudant,Zaouia Sidi Tahar,Sidi Moussa,DR
Souss-Massa,Taroudant,Ait Igas,Ai Iguass,CSR-1
Souss-Massa,Taroudant,Freija,Freija,CSR-1
Souss-Massa,Taroudant,Sidi Ahmed Ou Abdallah,S.A.Ou Abdellah,CSR-1
Souss-Massa,Taroudant,Sidi Dahmane,Sidi Dahmane,CSR-1
Souss-Massa,Taroudant,Tiout,Tiout,CSR-2
Souss-Massa,Taroudant,Imoulass,Imoulass,CSR-1
Souss-Massa,Taroudant,Tafraouten,Tafraouten,CSR-1
Souss-Massa,Taroudant,Tamaloukte,Tamaloukte,CSR-2
Souss-Massa,Taroudant,Bounrar,Migrane,CSR-1
Souss-Massa,Taroudant,Sidi Borja,Sidi Borja,CSR-1
Souss-Massa,Taroudant,Tazemmourt,Tazemmourt,CSR-1
Souss-Massa,Taroudant,Taroudannt (Mun.),Taroudante,CRSR
Souss-Massa,Taroudant,Assaisse,Tinidar,DR
Souss-Massa,Taroudant,Tassousfi,Aoudouste,DR
Souss-Massa,Taroudant,Ahmar Laglalcha,Bouida,CSR-2
Souss-Massa,Taroudant,Ahmar Laglalcha,Oueld Salem,DR
Souss-Massa,Taroudant,Ida Ou Moumen,Ahmer,CSR-2
Souss-Massa,Taroudant,Ida Ou Moumen,Laaouissate,DR
Souss-Massa,Taroudant,Ait Iaaza (Mun.),Ait Iaaza,CSU-2
Souss-Massa,Taroudant,El Guerdane (Mun.),El Guerdane,CSU-2
Souss-Massa,Taroudant,Irherm (Mun.),Ighrem,CSU-2
Souss-Massa,Taroudant,Oulad Berhil (Mun.),Ouled Berhil,CSU-2
Souss-Massa,Taroudant,Oulad Teima (Mun.),Oulad Teima,CSU-1
Souss-Massa,Taroudant,Oulad Teima (Mun.),Essafa,CSU-1
Souss-Massa,Taroudant,Oulad Teima (Mun.),Chrarda,CSU-1
Souss-Massa,Taroudant,Taliouine (Mun.),Taliouine,CSU-2
Souss-Massa,Taroudant,Taroudannt (Mun.),Talmaklate,CSU-1
Souss-Massa,Taroudant,Taroudannt (Mun.),Od Bounouna,CSU-1
Souss-Massa,Taroudant,Taroudannt (Mun.),M'haita,CSU-1
Souss-Massa,Taroudant,Aoulouz (Mun.),Aoulouz,CSU-2
Souss-Massa,Taroudant,Adar,Tignatine,CSR-2
Souss-Massa,Taroudant,Adar,Ouzoune,DR
Souss-Massa,Taroudant,Adar,Doussaoune,DR
Souss-Massa,Taroudant,Azaghar N'Irs,Azaghar N'irs,CSR-1
Souss-Massa,Taroudant,Azaghar N'Irs,Ouastouane,DR
Souss-Massa,Taroudant,Azaghar N'Irs,Tlat N'tlaghmine,DR
Souss-Massa,Taroudant,Imi N'Tayart,Berguen,CSR-1
Souss-Massa,Taroudant,Nihit,Nihit,CSR-1
Souss-Massa,Taroudant,Oualqadi,Oualqadi,CSR-1
Souss-Massa,Taroudant,Tisfane,Jemaa Tafraout,CSR-1
Souss-Massa,Taroudant,Ait Abdallah,A. Abdellah,CSR-2
Souss-Massa,Taroudant,Tabia,Tabia,CSR-1
Souss-Massa,Taroudant,Toufelaazt,Toufelaazt,CSR-1
Souss-Massa,Taroudant,Toumliline,Imlil,CSR-1
Souss-Massa,Taroudant,Amalou,Tayert,CSR-1
Souss-Massa,Taroudant,Imaouen,Aguerd Noualous,CSR-1
Souss-Massa,Taroudant,Imaouen,Had Imaoune,DR
Souss-Massa,Taroudant,Sidi Boaal,Anzergue,CSR-1
Souss-Massa,Taroudant,Tataoute,Indouzal,CSR-1
Souss-Massa,Taroudant,Tindine,Tindine,CSR-1
Souss-Massa,Taroudant,Tindine,Talidla,DR
Souss-Massa,Taroudant,Arazane,Arazane,CSR-2
Souss-Massa,Taroudant,Arazane,Jorf,DR
Souss-Massa,Taroudant,El Faid,El Faid,CSR-1
Souss-Massa,Taroudant,El Faid,Aguelz,DR
Souss-Massa,Taroudant,El Faid,Tanamroute,DR
Souss-Massa,Taroudant,Ida Ougoummad,Ida Ougoummad,CSR-1
Souss-Massa,Taroudant,Toughmart,Magnoune,CSR-1
Souss-Massa,Taroudant,Ida Ou Gailal,Ida Ou Gailal,CSR-1
Souss-Massa,Taroudant,Igli,Igli,CSR-1
Souss-Massa,Taroudant,Oulad Aissa,Oulad Aissa,CSR-2
Souss-Massa,Taroudant,Sidi Abdellah Ou Said,S.Abdellah Ou Said,CSR-1
Souss-Massa,Taroudant,Igoudar Mnabha,Igoudar,CSR-1
Souss-Massa,Taroudant,Lamhara,Tassoukte,CSR-1
Souss-Massa,Taroudant,Tinzart,Ait Hamd,CSR-1
Souss-Massa,Taroudant,Ouneine,Ouneine,CSR-1
Souss-Massa,Taroudant,Sidi Ouaaziz,Ait Oussaih,CSR-1
Souss-Massa,Taroudant,Tafingoult,Tafingoult,CSR-2
Souss-Massa,Taroudant,Talgjount,Talgjount,CSR-1
Souss-Massa,Taroudant,Tigouga,Tigouga,CSR-1
Souss-Massa,Taroudant,Tizi N'Test,Chafarni,CSR-1
Souss-Massa,Taroudant,Tizi N'Test,Taouiyalte,DR
Souss-Massa,Taroudant,Ahl Ramel,Ksiba,CSR-2
Souss-Massa,Taroudant,Ahl Ramel,El Aasla,DR
Souss-Massa,Taroudant,Lagfifat,Lagfifat,CSR-2
Souss-Massa,Taroudant,Lagfifat,Sebt Lagfifat,DR
Souss-Massa,Taroudant,Sidi Ahmed Ou Amar,S.A. Ou Aamar,CSR-2
Souss-Massa,Taroudant,Sidi Ahmed Ou Amar,Bouassida,DR
Souss-Massa,Taroudant,Sidi Boumoussa,S.Boumoussa,CSR-1
Souss-Massa,Taroudant,Argana,Argana,CSR-2
Souss-Massa,Taroudant,Bigoudine,Bigoudine,CSR-1
Souss-Massa,Taroudant,Bigoudine,Barrage,DR
Souss-Massa,Taroudant,Imilmaiss,Tanoute,CSR-1
Souss-Massa,Taroudant,Talmakante,Talmakante,CSR-1
Souss-Massa,Taroudant,Assads,Assads,CSR-1
Souss-Massa,Taroudant,Machraa El Ain,Machraa El Ain,CSR-1
Souss-Massa,Taroudant,Machraa El Ain,Od MHALLA,DR
Souss-Massa,Taroudant,Tidsi Nissendalene,Imighzer,CSR-1
Souss-Massa,Taroudant,Tidsi Nissendalene,Tidsi,DR
Souss-Massa,Taroudant,Tidsi Nissendalene,Ait Ben Hawa,DR
Souss-Massa,Taroudant,El Koudia El Beida,El Koddia,CSR-2
Souss-Massa,Taroudant,El Koudia El Beida,Boukhachba,DR
Souss-Massa,Taroudant,Lakhnafif,Lakhnafif,CSR-1
Souss-Massa,Taroudant,Lamhadi,Ouled Rahou,CSR-1
Souss-Massa,Taroudant,Eddir,D'kheila,CSR-2
Souss-Massa,Taroudant,Issen,Tnine Od Teima,CSR-1
Souss-Massa,Taroudant,Sidi Moussa Lhamri,Brahim Roudani (Ait Hmida),CSR-2
Souss-Massa,Taroudant,Ahl Tifnoute,Assarague,CSR-1
Souss-Massa,Taroudant,Ahl Tifnoute,Ikiss,DR
Souss-Massa,Taroudant,Askaouen,Askaouen,CSR-2
Souss-Massa,Taroudant,Taouyalte,Taouiyalte,CSR-1
Souss-Massa,Taroudant,Taouyalte,Aaraben,DR
Souss-Massa,Taroudant,Assaki,Assaki,CSR-1
Souss-Massa,Taroudant,Assaki,Tidnass,DR
Souss-Massa,Taroudant,Assaki,Targa N'mimoun,DR
Souss-Massa,Taroudant,Azrar,Amzlou,CSR-1
Souss-Massa,Taroudant,Tizgzaouine,Tirit,CSR-1
Souss-Massa,Taroudant,Zagmouzen,Agadir N'ait Taleb,CSR-1
Souss-Massa,Taroudant,Iguidi,Iguidi,CSR-1
Souss-Massa,Taroudant,Toubkal,Toubkal,CSR-1
Souss-Massa,Taroudant,Ouzioua,Ouzioua,CSR-2
Souss-Massa,Taroudant,Tisrasse,Tisrass,CSR-1
Souss-Massa,Taroudant,Ait Makhlouf,Boulaajlat,CSR-1
Souss-Massa,Taroudant,Agadir Melloul,Agadir Melloul,CSR-1
Souss-Massa,Taroudant,Assaisse,Assaise,CSR-1
Souss-Massa,Taroudant,Sidi Hsaine,Ighri,CSR-2
Souss-Massa,Taroudant,Tassousfi,Imgoune,CSR-1
Souss-Massa,Taroudant,Sidi Ahmed Ou Abdallah,Aglagal,DR
Souss-Massa,Taroudant,Sidi Mzal,Sidi Mzal,DR
Souss-Massa,Tata,Akka (Mun.),Akka,CSU-2
Souss-Massa,Tata,Fam El Hisn (Mun.),Fam El Hisne,CSU-2
Souss-Massa,Tata,Fam El Hisn (Mun.),Icht,CSU-1
Souss-Massa,Tata,Foum Zguid (Mun.),Foum-Zguid,CSU-2
Souss-Massa,Tata,Tata (Mun.),Tata,CSU-1
Souss-Massa,Tata,Tata (Mun.),Daraa,CSU-1
Souss-Massa,Tata,Ait Ouabelli,Ait Ouabelli,CSR-2
Souss-Massa,Tata,Ait Ouabelli,Tadakouste,DR
Souss-Massa,Tata,Kasbat Sidi Abdellah Ben M'Barek,K S.Abd B.M'barek,CSR-1
Souss-Massa,Tata,Tizounine,Touzounine,CSR-1
Souss-Massa,Tata,Tamanarte,Tamanarte (Aguerd),CSR-2
Souss-Massa,Tata,Tamanarte,Anamer,DR
Souss-Massa,Tata,Aguinane,Aguinane (Fiferd),CSR-1
Souss-Massa,Tata,Akka Ighane,Akka-Ighane,CSR-2
Souss-Massa,Tata,Akka Ighane,Akka-Iguerne,DR
Souss-Massa,Tata,Akka Ighane,Dou Ougadir,DR
Souss-Massa,Tata,Ibn Yacoub,Ibn Yacoub (Imintatelt),CSR-1
Souss-Massa,Tata,Ibn Yacoub,Iligh,DR
Souss-Massa,Tata,Allougoum,Allougoum,CSR-2
Souss-Massa,Tata,Allougoum,Khriouiaa,DR
Souss-Massa,Tata,Tlite,Tlite,CSR-1
Souss-Massa,Tata,Tissint,Tissint,CSR-2
Souss-Massa,Tata,Tissint,Mghimima,DR
Souss-Massa,Tata,Tissint,El Kasbat,DR
Souss-Massa,Tata,Adis,Addis,CSR-2
Souss-Massa,Tata,Oum El Guerdane,Oum Lguerdane,CSR-1
Souss-Massa,Tata,Tigzmerte,Tigzmerte,CSR-1
Souss-Massa,Tata,Tigzmerte,Imitek,DR
Souss-Massa,Tata,Issafen,Issafen,CSR-2
Souss-Massa,Tata,Issafen,Idaoutinest,DR
Souss-Massa,Tata,Issafen,Tizza,DR
Souss-Massa,Tata,Tizaghte,Tizaghte (Tizgui),CSR-1
Souss-Massa,Tata,Tizaghte,Imi-N-Guisselte,DR
Souss-Massa,Tata,Tagmout,Tagmoute,CSR-2
Souss-Massa,Tata,Tagmout,Assoul,DR
Souss-Massa,Tata,Foum Zguid (Mun.),Oued Hellal,CSU-1
Souss-Massa,Tiznit,El Maader El Kabir,Ouled Noumer,DR
Souss-Massa,Tiznit,Bounaamane,Bounaamane   ,CSR-2
Souss-Massa,Tiznit,Bounaamane,Tagounsa,DR
Souss-Massa,Tiznit,Sidi Bouabdelli,Sidi Bouabdlli,CSR-1
Souss-Massa,Tiznit,Sidi Bouabdelli,Kh.Tafraout,DR
Souss-Massa,Tiznit,Sidi Bouabdelli,Tisgharine,DR
Souss-Massa,Tiznit,Ouijjane,Ouijjane,CSR-1
Souss-Massa,Tiznit,Ouijjane,Assaka,DR
Souss-Massa,Tiznit,Reggada,Reggada,CSR-2
Souss-Massa,Tiznit,Reggada,Talainte,DR
Souss-Massa,Tiznit,Reggada,Ighir Melloulene,DR
Souss-Massa,Tiznit,Reggada,Igherme,DR
Souss-Massa,Tiznit,Tiznit (Mun.),Houmman El Fatouaki,CDTMR
Souss-Massa,Tiznit,Tiznit (Mun.),Houmman El Fatouaki,LSP
Souss-Massa,Tiznit,Tiznit (Mun.),CRSR Tiznit,CRSR
Souss-Massa,Tiznit,Tafraout (Mun.),Tafraoute,CSU-2
Souss-Massa,Tiznit,Tiznit (Mun.),Abdellah Chefchaouni,CSU-1
Souss-Massa,Tiznit,Tiznit (Mun.),El Mers,CSU-1
Souss-Massa,Tiznit,Anzi,Anzi,CSR-2
Souss-Massa,Tiznit,Tafraout El Mouloud,Taf.El Mouloud,CSR-1
Souss-Massa,Tiznit,Tnine Aday,Aday,CSR-1
Souss-Massa,Tiznit,Arbaa Ait Ahmed,Ait Ahmed,CSR-2
Souss-Massa,Tiznit,Ida Ou Gougmar,Tifrmit,CSR-1
Souss-Massa,Tiznit,Ida Ou Gougmar,Takaterte,DR
Souss-Massa,Tiznit,Tizoughrane,Idaousemllal,CSR-2
Souss-Massa,Tiznit,Tizoughrane,Tizoughrane,DR
Souss-Massa,Tiznit,Tizoughrane,Taghzifte,DR
Souss-Massa,Tiznit,Ait Issafen,Ighir Mouss,CSR-1
Souss-Massa,Tiznit,Sidi Ahmed Ou Moussa,Tazeroualte,CSR-2
Souss-Massa,Tiznit,Afella Ighir,Afella Ighir,CSR-2
Souss-Massa,Tiznit,Ammelne,Amelne,CSR-2
Souss-Massa,Tiznit,Tarsouat,Tarsouat,CSR-1
Souss-Massa,Tiznit,Tarsouat,Izerbi,DR
Souss-Massa,Tiznit,Tassrirt,Tassrirt,CSR-1
Souss-Massa,Tiznit,Ait Ouafqa,Ait Ouafqa,CSR-1
Souss-Massa,Tiznit,Irigh N'Tahala,Tahala,CSR-2
Souss-Massa,Tiznit,Arbaa Sahel,Sahel,CSR-2
Souss-Massa,Tiznit,Arbaa Sahel,Ichafoudene,DR
Souss-Massa,Tiznit,Arbaa Sahel,Lkraima,DR
Souss-Massa,Tiznit,Arbaa Sahel,Ilmssite,DR
Souss-Massa,Tiznit,Arbaa Sahel,Lmssaidira,DR
Souss-Massa,Tiznit,Arbaa Sahel,Iferda,DR
Souss-Massa,Tiznit,Arbaa Sahel,Bouzerze,DR
Souss-Massa,Tiznit,Tnine Aglou,Aglou,CSR-1
Souss-Massa,Tiznit,Tnine Aglou,Zaouite,DR
Souss-Massa,Tiznit,Tnine Aglou,Igrar S.Abdrahman,DR
Souss-Massa,Tiznit,Tnine Aglou,Al Gaada,DR
Souss-Massa,Tiznit,Tnine Aglou,Laaouina,DR
Souss-Massa,Tiznit,Tnine Aglou,Al Feid,DR
Souss-Massa,Tiznit,Arbaa Rasmouka,Ras Mouka,CSR-2
Souss-Massa,Tiznit,Arbaa Rasmouka,Ait Semlalte,DR
Souss-Massa,Tiznit,El Maader El Kabir,El Maader,CSR-1
Souss-Massa,Tiznit,El Maader El Kabir,Ait Oumribte,DR
Souss-Massa,Tiznit,Ait Issafen,Assif Oudrar,DR
Souss-Massa,Tiznit,Tighmi,Tighmi   ,CSR-2
Souss-Massa,Tiznit,Anzi,Tiremsane,DR
Souss-Massa,Tiznit,Sidi Ahmed Ou Moussa,Toumanar,DR
Souss-Massa,Tiznit,Tizoughrane,Azour oulili,DR
Guelmim-Oued Noun,Assa-zag,Assa (Mun.),Aljorf,CSU-1
Guelmim-Oued Noun,Assa-zag,Assa (Mun.),Hay Al filahi (Assa II),CSU-1
Guelmim-Oued Noun,Assa-zag,Assa (Mun.),Tihouna,CSU-1
Guelmim-Oued Noun,Assa-zag,Assa (Mun.),Hay Al Moustachfa,CSU-1
Guelmim-Oued Noun,Assa-zag,Zag (Mun.),Zag,CSU-2
Guelmim-Oued Noun,Assa-zag,Aouint Yghomane,Aouint Yghomane,CSR-2
Guelmim-Oued Noun,Assa-zag,Aouint Lahna,Aouint Lahna,CSR-2
Guelmim-Oued Noun,Assa-zag,Touizgui,Touizgui,DR
Guelmim-Oued Noun,Assa-zag,Al Mahbass,Al Mahbass,DR
Guelmim-Oued Noun,Assa-zag,Labouirat,Labouirat,CSR-1
Guelmim-Oued Noun,Assa-zag,Assa (Mun.),Assa,LSP
Guelmim-Oued Noun,Guelmim,Bouizakarne (Mun.),Bouizakarne,CSU-1
Guelmim-Oued Noun,Guelmim,Guelmim (Mun.),Touaghil (Guelmim),CSU-1
Guelmim-Oued Noun,Guelmim,Guelmim (Mun.),Hay Rjafellah (Hay Touflite),CSU-1
Guelmim-Oued Noun,Guelmim,Guelmim (Mun.),Hay El Massira,CSU-1
Guelmim-Oued Noun,Guelmim,Guelmim (Mun.),Amherich,CSU-1
Guelmim-Oued Noun,Guelmim,Guelmim (Mun.),Lagramez,CSU-1
Guelmim-Oued Noun,Guelmim,Guelmim (Mun.),L'Louh,CSU-1
Guelmim-Oued Noun,Guelmim,Guelmim (Mun.),Tayert,CSU-1
Guelmim-Oued Noun,Guelmim,Aday,Aday,CSR-2
Guelmim-Oued Noun,Guelmim,Aday,Lalla Melouka,DR
Guelmim-Oued Noun,Guelmim,Amtdi,Amtoudi,CSR-1
Guelmim-Oued Noun,Guelmim,Ait Boufoulen,Ait Boufoulne,CSR-1
Guelmim-Oued Noun,Guelmim,Tagante,Tagante,CSR-1
Guelmim-Oued Noun,Guelmim,Ifrane Atlas Saghir,Ifrane,CSR-2
Guelmim-Oued Noun,Guelmim,Ifrane Atlas Saghir,Amsra,DR
Guelmim-Oued Noun,Guelmim,Ifrane Atlas Saghir,Tankerte,DR
Guelmim-Oued Noun,Guelmim,Ifrane Atlas Saghir,Idsalem,DR
Guelmim-Oued Noun,Guelmim,Timoulay,Timoulay,CSR-1
Guelmim-Oued Noun,Guelmim,Timoulay,Tislane,DR
Guelmim-Oued Noun,Guelmim,Taghjijt,Taghjicht,CSR-2
Guelmim-Oued Noun,Guelmim,Taghjijt,Tainzerte,DR
Guelmim-Oued Noun,Guelmim,Taghjijt,Targuamait,DR
Guelmim-Oued Noun,Guelmim,Aferkat,Afrket,CSR-1
Guelmim-Oued Noun,Guelmim,Asrir,Asrir,CSR-1
Guelmim-Oued Noun,Guelmim,Asrir,Tighmerte,DR
Guelmim-Oued Noun,Guelmim,Echatea El Abied,Chatia Labyad,CSR-1
Guelmim-Oued Noun,Guelmim,Echatea El Abied,Ain Rehma,DR
Guelmim-Oued Noun,Guelmim,Fask,Fask,CSR-2
Guelmim-Oued Noun,Guelmim,Fask,Taidalt,DR
Guelmim-Oued Noun,Guelmim,Fask,El Borj,DR
Guelmim-Oued Noun,Guelmim,Tiglit,Tiglite,CSR-1
Guelmim-Oued Noun,Guelmim,Labyar,Labiar,CSR-1
Guelmim-Oued Noun,Guelmim,Rass Oumlil,Ras Oumlil,CSR-1
Guelmim-Oued Noun,Guelmim,Abaynou,Abainou,CSR-1
Guelmim-Oued Noun,Guelmim,Abaynou,Toutline,DR
Guelmim-Oued Noun,Guelmim,Abaynou,Iguissel,DR
Guelmim-Oued Noun,Guelmim,Laqsabi Tagoust,Ksabi,CSR-2
